repo,source_path,current_owner,correct_owner,target_path,reason,import_rewrite,risk,approved,category,dependency_depth,import_refs
agent-lee-agentic-os,agent-lee-agentic-os/components/LeeWayUniverse.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,5
agent-lee-agentic-os,agent-lee-agentic-os/components/LeewayWatermark.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/components/Pallium.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,high,10
agent-lee-agentic-os,agent-lee-agentic-os/components/PalliumVisuals.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,5
agent-lee-agentic-os,agent-lee-agentic-os/components/ParticleTransition.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/components/RTCBootstrap.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,4
agent-lee-agentic-os,agent-lee-agentic-os/components/Settings.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,7
agent-lee-agentic-os,agent-lee-agentic-os/components/SystemAwarenessPanel.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,4
agent-lee-agentic-os,agent-lee-agentic-os/core/GovernanceContract.ts,agent-lee-agentic-os,Standards,LeeWay-Standards/packages/standards/policy,law duplication,true,high,false,Governance Duplication,low,0
agent-lee-agentic-os,agent-lee-agentic-os/core/runtime/scheduler.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/core/runtime/taskBroker.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/cortices/creative/CodeStudio.tsx,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
agent-lee-agentic-os,agent-lee-agentic-os/cortices/creative/CreatorsStudio.tsx,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
agent-lee-agentic-os,agent-lee-agentic-os/cortices/creative/index.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,0
agent-lee-agentic-os,agent-lee-agentic-os/cortices/retrieval/index.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,0
agent-lee-agentic-os,agent-lee-agentic-os/cortices/retrieval/PalliumGateway.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/cortices/retrieval/RetrievalCortex.tsx,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/cortices/sensory/index.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,0
agent-lee-agentic-os,agent-lee-agentic-os/cortices/sensory/RTCInitializer.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/cortices/visual/index.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,0
agent-lee-agentic-os,agent-lee-agentic-os/cortices/visual/LeeWayUniverse3D.tsx,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,7
agent-lee-agentic-os,agent-lee-agentic-os/cortices/visual/VisionAgent.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
agent-lee-agentic-os,agent-lee-agentic-os/cortices/visual/VisualCortex.tsx,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/cortices/visual/VoxelEngine.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/consensus/ExecutionTrace.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,0
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/consensus/HiveConsensus.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/consensus/HiveState.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,0
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/core/PerceptionBus.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/core/SovereignRuntime.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/core/UnifiedExecutionLayer.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,medium,4
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/security/cortices/ModuleLoaderAgent.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,medium,3
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/security/cortices/ModuleLoaderAgent.ts,agent-lee-agentic-os,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/security/GovernanceContract.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/security/GovernanceContract.ts,agent-lee-agentic-os,Standards,LeeWay-Standards/packages/standards/policy,law duplication,true,high,false,Governance Duplication,low,1
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/security/IntentSanitizer.ts,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/runtime,projection owning runtime,true,high,false,Runtime Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/LeeWay-Standards/src/runtime/security/IntentSanitizer.ts,agent-lee-agentic-os,Standards,LeeWay-Standards/packages/standards/policy,law duplication,true,high,false,Governance Duplication,low,1
agent-lee-agentic-os,agent-lee-agentic-os/pages/AgentLeeCodeStudio.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,high,17
agent-lee-agentic-os,agent-lee-agentic-os/pages/AgentLeeCreatorsStudio.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,6
agent-lee-agentic-os,agent-lee-agentic-os/pages/AgentLeeLaunchPad.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,high,10
agent-lee-agentic-os,agent-lee-agentic-os/pages/AgentLeeWorkstation.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,2
agent-lee-agentic-os,agent-lee-agentic-os/pages/DatabaseHub.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,7
agent-lee-agentic-os,agent-lee-agentic-os/pages/Diagnostics.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/pages/Home.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/pages/Settings.tsx,agent-lee-agentic-os,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,1
agent-lee-agentic-os,agent-lee-agentic-os/services/SignalingService.ts,agent-lee-agentic-os,RTC,LeeWay-Edge-RTC-main/src/transport,rtc logic outside rtc repo,true,high,false,Communication Misplacement,low,0
LeeWay-Agents-the-World-Within,LeeWay-Agents-the-World-Within/leeway-agents/src/components/firebase.ts,LeeWay-Agents-the-World-Within,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,low,1
LeeWay-Agents-the-World-Within,LeeWay-Agents-the-World-Within/leeway-agents/src/cortices/retrieval/RetrievalCortex.tsx,LeeWay-Agents-the-World-Within,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,5
LeeWay-Agents-the-World-Within,LeeWay-Agents-the-World-Within/leeway-agents/src/pages/DatabaseHub.tsx,LeeWay-Agents-the-World-Within,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,medium,8
LeeWay-Agents-the-World-Within,LeeWay-Agents-the-World-Within/leeway-agents/src/pages/Diagnostics.tsx,LeeWay-Agents-the-World-Within,Integrated,LeeWay-Edge-Integrated/app,ui shell outside integrated,true,high,false,Shell/UI Misplacement,high,13
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/AdamCortex.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Hardware-Guardian.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Human-Link.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Interface-Designer.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Logistic-Preparer.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Neural-Cartographer.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Neural-Navigator.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Phi-3.5-Orchestrator.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Qwen3-Deep-Brain.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Sovereign-Auditor.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Agent.Systems-Integrator.json,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/AgentLee.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/AgentLeeBT.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/archivist_agent.py,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Aria.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Atlas.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/BrainSentinel.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/BugHunterForge.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/ClerkArchive.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,5
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/code_scout_agent.py,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Echo.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/GabrielCortex.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/GuardAegis.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/indexer.py,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/JanitorSentinel.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,5
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/LeewayStandardsAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/LibrarianAegis.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/LilyCortex.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/LiveConductorAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,2
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/MarshalVerify.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,7
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/navigator_agent.py,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Nexus.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Nova.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Pixel.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/RouterAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,3
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/SafetyRedactionAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,1
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/ScribeArchive.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/sentinel_agent.py,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/Shield.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,6
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/StreamingSTTAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,1
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/StreamingTTSAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,1
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/SyntaxForge.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,medium,4
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/VisionAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,1
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/agents/__init__.py,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,n/a,0
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/CORE/L1_Perception/StreamingSTTAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,1
LeeWay-Edge-Integrated,LeeWay-Edge-Integrated/gpu/agents/CORE/L1_Perception/StreamingTTSAgent.ts,LeeWay-Edge-Integrated,GPU,LeewayEdgeWebGPU/gpu,gpu logic outside webgpu repo,true,high,false,Compute Misplacement,low,1
